status,ball,soc_pin_name,net_name,candidate_signals,source_line,match_reason,interface_key,db_signal_name,db_device_pin_name,db_interface_name,dts_offset,mux_mode,linux_macro,result,confidence
OUT_OF_SCOPE,A1,VSS_P,GND,VSS_P,U1-A1 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
NON_PINCTRL_HW,A12,TDO,N15446243,TDO,U1-A12 AM6412-TDO OUTPUT,soc_pin_name:TDO; system/reset/debug/clock hardware fact,MCU_DEBUG0,TDO,TDO,MCU_DEBUG0,0x0074,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
MATCHED,A18,I2C0_SCL,I2C0_SCL,I2C0_SCL,U1-A18 AM6412-I2C0_SCL PASSIVE,soc_pin_name:I2C0_SCL; ball + TI symbol pin name matched SysConfig DB,I2C0,I2C0_SCL,I2C0_SCL,I2C0,0x0260,0,AM64X_IOPAD,PINMUX_DTS,HIGH
PRE_LINUX_CONFIG,A2,DDR0_DQ1,LPDDR4_DQ1,DDR0_DQ1,U1-A2 AM6412-DDR0_DQ1 PASSIVE,soc_pin_name:DDR0_DQ1; pre-Linux controller or PHY domain,DDR0,DDR0_DQ1,DDR0_DQ1,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
NON_PINCTRL_HW,A20,MCU_SAFETY_ERRORN,N15985628,MCU_SAFETY_ERRORN,U1-A20 AM6412-MCU_SAFETY_ERRORN PASSIVE,soc_pin_name:MCU_SAFETY_ERRORN; system/reset/debug/clock hardware fact,MCU_SYSTEM0,MCU_SAFETY_ERRORn,MCU_SAFETY_ERRORn,MCU_SYSTEM0,0x0064,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
OUT_OF_SCOPE,A21,VSS_P,GND,VSS_P,U1-A21 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
PRE_LINUX_CONFIG,A3,DDR0_DQ0,LPDDR4_DQ0,DDR0_DQ0,U1-A3 AM6412-DDR0_DQ0 PASSIVE,soc_pin_name:DDR0_DQ0; pre-Linux controller or PHY domain,DDR0,DDR0_DQ0,DDR0_DQ0,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,A4,DDR0_DQ3,LPDDR4_DQ3,DDR0_DQ3,U1-A4 AM6412-DDR0_DQ3 PASSIVE,soc_pin_name:DDR0_DQ3; pre-Linux controller or PHY domain,DDR0,DDR0_DQ3,DDR0_DQ3,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,A5,VSS_P,GND,VSS_P,U1-A5 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,A6,VSS_P,GND,VSS_P,U1-A6 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,A7,MCU_SPI1_CS0,TEST_LED2,MCU_GPIO0_5,U1-A7 AM6412-MCU_SPI1_CS0 PASSIVE,board_mux_decision:test_led2_gpio_on_a7; explicit board-level override,MCU_GPIO0,MCU_GPIO0_5,MCU_SPI1_CS0,MCU_GPIO0,0x0014,7,AM64X_MCU_IOPAD,PINMUX_DTS,HIGH
MATCHED,A8,MCU_UART0_TXD,MCU_UART0_TXD,MCU_UART0_TXD,U1-A8 AM6412-MCU_UART0_TXD PASSIVE,soc_pin_name:MCU_UART0_TXD; ball + TI symbol pin name matched SysConfig DB,MCU_UART0,MCU_UART0_TXD,MCU_UART0_TXD,MCU_USART0,0x002c,0,AM64X_MCU_IOPAD,PINMUX_DTS,HIGH
MATCHED,A9,MCU_UART0_RXD,MCU_UART0_RXD,MCU_UART0_RXD,U1-A9 AM6412-MCU_UART0_RXD PASSIVE,soc_pin_name:MCU_UART0_RXD; ball + TI symbol pin name matched SysConfig DB,MCU_UART0,MCU_UART0_RXD,MCU_UART0_RXD,MCU_USART0,0x0028,0,AM64X_MCU_IOPAD,PINMUX_DTS,HIGH
OUT_OF_SCOPE,AA1,VSS_P,GND,VSS_P,U1-AA1 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,AA10,PRG1_PRU1_GPO11,CPSW_RGMII2_TXD0,PRG1_PRU1_GPO11,U1-AA10 AM6412-PRG1_PRU1_GPO11 PASSIVE,soc_pin_name:PRG1_PRU1_GPO11; ball + TI symbol pin name matched SysConfig DB,PRU_ICSSG1_PRU1,PRG1_PRU1_GPO11,PRG1_PRU1_GPO11,PRU_ICSSG1_PRU1,0x0134,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,AA11,PRG1_PRU1_GPO14,CPSW_RGMII2_TXD3,PRG1_PRU1_GPO14,U1-AA11 AM6412-PRG1_PRU1_GPO14 PASSIVE,soc_pin_name:PRG1_PRU1_GPO14; ball + TI symbol pin name matched SysConfig DB,PRU_ICSSG1_PRU1,PRG1_PRU1_GPO14,PRG1_PRU1_GPO14,PRU_ICSSG1_PRU1,0x0140,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,AA12,PRG1_PRU1_GPO2,CPSW_RGMII2_RXD2,PRG1_PRU1_GPO2,U1-AA12 AM6412-PRG1_PRU1_GPO2 PASSIVE,soc_pin_name:PRG1_PRU1_GPO2; ball + TI symbol pin name matched SysConfig DB,PRU_ICSSG1_PRU1,PRG1_PRU1_GPO2,PRG1_PRU1_GPO2,PRU_ICSSG1_PRU1,0x0110,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,AA13,PRG1_PRU1_GPO5,CPSW_RGMII1_RXD0,PRG1_PRU1_GPO5,U1-AA13 AM6412-PRG1_PRU1_GPO5 PASSIVE,soc_pin_name:PRG1_PRU1_GPO5; ball + TI symbol pin name matched SysConfig DB,PRU_ICSSG1_PRU1,PRG1_PRU1_GPO5,PRG1_PRU1_GPO5,PRU_ICSSG1_PRU1,0x011c,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,AA14,PRG1_PRU1_GPO17,CPSW_RGMII1_TXD3,PRG1_PRU1_GPO17,U1-AA14 AM6412-PRG1_PRU1_GPO17 PASSIVE,soc_pin_name:PRG1_PRU1_GPO17; ball + TI symbol pin name matched SysConfig DB,PRU_ICSSG1_PRU1,PRG1_PRU1_GPO17,PRG1_PRU1_GPO17,PRU_ICSSG1_PRU1,0x014c,0,AM64X_IOPAD,PINMUX_DTS,HIGH
OUT_OF_SCOPE,AA15,VSS_P,GND,VSS_P,U1-AA15 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,AA16,SERDES0_TX0_N,N16158623,SERDES0_TX0_N,U1-AA16 AM6412-SERDES0_TX0_N PASSIVE,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,AA17,SERDES0_TX0_P,N16158619,SERDES0_TX0_P,U1-AA17 AM6412-SERDES0_TX0_P PASSIVE,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,AA18,VSS_P,GND,VSS_P,U1-AA18 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
PRE_LINUX_CONFIG,AA19,USB0_DP,USB0_DP,USB0_DP,U1-AA19 AM6412-USB0_DP PASSIVE,soc_pin_name:USB0_DP; pre-Linux controller or PHY domain,USB0,USB0_DP,USB0_DP,USB0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
ALT_FUNCTION_REVIEW,AA2,PRG0_PRU0_GPO4,GPMC0_A1,PRG0_PRU0_GPO4,U1-AA2 AM6412-PRG0_PRU0_GPO4 PASSIVE,soc_pin_name:PRG0_PRU0_GPO4; alternate function hinted by net name on same ball,PRU_ICSSG0_PRU0,PRG0_PRU0_GPO4,PRG0_PRU0_GPO4,PRU_ICSSG0_PRU0,0x0170,0,AM64X_IOPAD,ALT_FUNCTION_REVIEW,MEDIUM
PRE_LINUX_CONFIG,AA20,USB0_DM,USB0_DM,USB0_DM,U1-AA20 AM6412-USB0_DM PASSIVE,soc_pin_name:USB0_DM; pre-Linux controller or PHY domain,USB0,USB0_DM,USB0_DM,USB0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,AA21,VSS_P,GND,VSS_P,U1-AA21 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,AA7,PRG1_PRU0_GPO6,PMIC_STBY,PRG1_PRU0_GPO6,U1-AA7 AM6412-PRG1_PRU0_GPO6 PASSIVE,soc_pin_name:PRG1_PRU0_GPO6; ball + TI symbol pin name matched SysConfig DB,PRU_ICSSG1_PRU0,PRG1_PRU0_GPO6,PRG1_PRU0_GPO6,PRU_ICSSG1_PRU0,0x00d0,0,AM64X_IOPAD,PINMUX_DTS,HIGH
PRE_LINUX_CONFIG,B1,DDR0_DQS0_N,LPDDR4_DQS0_N,DDR0_DQS0_N,U1-B1 AM6412-DDR0_DQS0_N PASSIVE,soc_pin_name:DDR0_DQS0_N; pre-Linux controller or PHY domain,DDR0,DDR0_DQS0_n,DDR0_DQS0_n,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
NON_PINCTRL_HW,B11,TCK,SOC_TCK,TCK,U1-B11 AM6412-TCK INPUT,soc_pin_name:TCK; system/reset/debug/clock hardware fact,MCU_DEBUG0,TCK,TCK,MCU_DEBUG0,0x0068,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
NON_PINCTRL_HW,B12,MCU_RESETZ,MCU_RESETZ,MCU_RESETZ,U1-B12 AM6412-MCU_RESETZ PASSIVE,soc_pin_name:MCU_RESETZ; system/reset/debug/clock hardware fact,MCU_SYSTEM0,MCU_RESETz,MCU_RESETz,MCU_SYSTEM0,0x0058,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
NON_PINCTRL_HW,B13,MCU_RESETSTATZ,MCU_RESETSTATZ,MCU_RESETSTATZ,U1-B13 AM6412-MCU_RESETSTATZ PASSIVE,soc_pin_name:MCU_RESETSTATZ; system/reset/debug/clock hardware fact,MCU_SYSTEM0,MCU_RESETSTATz,MCU_RESETSTATz,MCU_SYSTEM0,0x0060,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
MATCHED,B18,I2C0_SDA,I2C0_SDA,I2C0_SDA,U1-B18 AM6412-I2C0_SDA PASSIVE,soc_pin_name:I2C0_SDA; ball + TI symbol pin name matched SysConfig DB,I2C0,I2C0_SDA,I2C0_SDA,I2C0,0x0264,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,B19,I2C1_SDA,I2C1_SDA,I2C1_SDA,U1-B19 AM6412-I2C1_SDA PASSIVE,soc_pin_name:I2C1_SDA; ball + TI symbol pin name matched SysConfig DB,I2C1,I2C1_SDA,I2C1_SDA,I2C1,0x026c,0,AM64X_IOPAD,PINMUX_DTS,HIGH
PRE_LINUX_CONFIG,B2,DDR0_DM0,LPDDR4_DMI0,DDR0_DM0,U1-B2 AM6412-DDR0_DM0 PASSIVE,soc_pin_name:DDR0_DM0; pre-Linux controller or PHY domain,DDR0,DDR0_DM0,DDR0_DM0,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
NON_PINCTRL_HW,B21,MCU_PORZ,MCU_PORZ,MCU_PORZ,U1-B21 AM6412-MCU_PORZ PASSIVE,soc_pin_name:MCU_PORZ; system/reset/debug/clock hardware fact,MCU_SYSTEM0,MCU_PORz,MCU_PORz,MCU_SYSTEM0,0x005c,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
PRE_LINUX_CONFIG,B3,DDR0_DQ4,LPDDR4_DQ4,DDR0_DQ4,U1-B3 AM6412-DDR0_DQ4 PASSIVE,soc_pin_name:DDR0_DQ4; pre-Linux controller or PHY domain,DDR0,DDR0_DQ4,DDR0_DQ4,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,B4,DDR0_DQ7,LPDDR4_DQ7,DDR0_DQ7,U1-B4 AM6412-DDR0_DQ7 PASSIVE,soc_pin_name:DDR0_DQ7; pre-Linux controller or PHY domain,DDR0,DDR0_DQ7,DDR0_DQ7,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,B5,DDR0_DQ2,LPDDR4_DQ2,DDR0_DQ2,U1-B5 AM6412-DDR0_DQ2 PASSIVE,soc_pin_name:DDR0_DQ2; pre-Linux controller or PHY domain,DDR0,DDR0_DQ2,DDR0_DQ2,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,C1,DDR0_DQS0,LPDDR4_DQS0_P,DDR0_DQS0,U1-C1 AM6412-DDR0_DQS0 PASSIVE,soc_pin_name:DDR0_DQS0; pre-Linux controller or PHY domain,DDR0,DDR0_DQS0,DDR0_DQS0,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,C10,VSS_P,GND,VSS_P,U1-C10 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
NON_PINCTRL_HW,C11,TDI,SOC_TDI,TDI,U1-C11 AM6412-TDI INPUT,soc_pin_name:TDI; system/reset/debug/clock hardware fact,MCU_DEBUG0,TDI,TDI,MCU_DEBUG0,0x0070,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
NON_PINCTRL_HW,C12,TMS,SOC_TMS,TMS,U1-C12 AM6412-TMS PASSIVE,soc_pin_name:TMS; system/reset/debug/clock hardware fact,MCU_DEBUG0,TMS,TMS,MCU_DEBUG0,0x0078,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
OUT_OF_SCOPE,C15,VSS_P,GND,VSS_P,U1-C15 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,C16,UART0_TXD,SOC_UART0_TXD,UART0_TXD,U1-C16 AM6412-UART0_TXD PASSIVE,soc_pin_name:UART0_TXD; ball + TI symbol pin name matched SysConfig DB,UART0,UART0_TXD,UART0_TXD,USART0,0x0234,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,C18,I2C1_SCL,I2C1_SCL,I2C1_SCL,U1-C18 AM6412-I2C1_SCL PASSIVE,soc_pin_name:I2C1_SCL; ball + TI symbol pin name matched SysConfig DB,I2C1,I2C1_SCL,I2C1_SCL,I2C1,0x0268,0,AM64X_IOPAD,PINMUX_DTS,HIGH
NON_PINCTRL_HW,C19,EXTINTN,N15985259,EXTINTN,U1-C19 AM6412-EXTINTN PASSIVE,soc_pin_name:EXTINTN; system/reset/debug/clock hardware fact,SYSTEM0,EXTINTn,EXTINTn,SYSTEM0,0x0278,0,AM64X_IOPAD,NON_PINCTRL_HW,HIGH
PRE_LINUX_CONFIG,C2,DDR0_DQ6,LPDDR4_DQ6,DDR0_DQ6,U1-C2 AM6412-DDR0_DQ6 PASSIVE,soc_pin_name:DDR0_DQ6; pre-Linux controller or PHY domain,DDR0,DDR0_DQ6,DDR0_DQ6,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
NON_PINCTRL_HW,C21,MCU_OSC0_XI,MCU_CLK_25MHZ,MCU_OSC0_XI,U1-C21 AM6412-MCU_OSC0_XI PASSIVE,soc_pin_name:MCU_OSC0_XI; system/reset/debug/clock hardware fact,MCU_OSC0,MCU_OSC0_XI,MCU_OSC0_XI,MCU_OSC0,NOT FOUND,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
OUT_OF_SCOPE,C3,VSS_P,GND,VSS_P,U1-C3 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
PRE_LINUX_CONFIG,C4,DDR0_DQ5,LPDDR4_DQ5,DDR0_DQ5,U1-C4 AM6412-DDR0_DQ5 PASSIVE,soc_pin_name:DDR0_DQ5; pre-Linux controller or PHY domain,DDR0,DDR0_DQ5,DDR0_DQ5,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,C5,DDR0_A1,LPDDR4_CA1,DDR0_A1,U1-C5 AM6412-DDR0_A1 PASSIVE,soc_pin_name:DDR0_A1; pre-Linux controller or PHY domain,DDR0,DDR0_A1,DDR0_A1,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
OUT_OF_SCOPE,D1,VSS_P,GND,VSS_P,U1-D1 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
NON_PINCTRL_HW,D10,EMU0,SOC_EMU0,EMU0,U1-D10 AM6412-EMU0 PASSIVE,soc_pin_name:EMU0; system/reset/debug/clock hardware fact,MCU_DEBUG0,EMU0,EMU0,MCU_DEBUG0,0x007c,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
NON_PINCTRL_HW,D11,TRSTN,SOC_TRSTN,TRSTN,U1-D11 AM6412-TRSTN PASSIVE,soc_pin_name:TRSTN; system/reset/debug/clock hardware fact,MCU_DEBUG0,TRSTn,TRSTn,MCU_DEBUG0,0x006c,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
MATCHED,D15,UART0_RXD,SOC_UART0_RXD,UART0_RXD,U1-D15 AM6412-UART0_RXD PASSIVE,soc_pin_name:UART0_RXD; ball + TI symbol pin name matched SysConfig DB,UART0,UART0_RXD,UART0_RXD,USART0,0x0230,0,AM64X_IOPAD,PINMUX_DTS,HIGH
PRE_LINUX_CONFIG,D2,DDR0_A0,LPDDR4_CA0,DDR0_A0,U1-D2 AM6412-DDR0_A0 PASSIVE,soc_pin_name:DDR0_A0; pre-Linux controller or PHY domain,DDR0,DDR0_A0,DDR0_A0,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,D3,DDR0_A4,LPDDR4_CA4,DDR0_A4,U1-D3 AM6412-DDR0_A4 PASSIVE,soc_pin_name:DDR0_A4; pre-Linux controller or PHY domain,DDR0,DDR0_A4,DDR0_A4,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,D4,DDR0_A3,LPDDR4_CA3,DDR0_A3,U1-D4 AM6412-DDR0_A3 PASSIVE,soc_pin_name:DDR0_A3; pre-Linux controller or PHY domain,DDR0,DDR0_A3,DDR0_A3,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,D5,DDR0_RESET0_N,LPDDR4_RESETN,DDR0_RESET0_N,U1-D5 AM6412-DDR0_RESET0_N PASSIVE,soc_pin_name:DDR0_RESET0_N; pre-Linux controller or PHY domain,DDR0,DDR0_RESET0_n,DDR0_RESET0_n,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
PRE_LINUX_CONFIG,E1,DDR0_CK0_N,LPDDR4_CK0_N,DDR0_CK0_N,U1-E1 AM6412-DDR0_CK0_N PASSIVE,soc_pin_name:DDR0_CK0_N; pre-Linux controller or PHY domain,DDR0,DDR0_CK0_n,DDR0_CK0_n,DDR0,NOT FOUND,0,AM64X_IOPAD,PRE_LINUX_CONFIG,HIGH
NON_PINCTRL_HW,E10,EMU1,SOC_EMU1,EMU1,U1-E10 AM6412-EMU1 PASSIVE,soc_pin_name:EMU1; system/reset/debug/clock hardware fact,MCU_DEBUG0,EMU1,EMU1,MCU_DEBUG0,0x0080,0,AM64X_MCU_IOPAD,NON_PINCTRL_HW,HIGH
OUT_OF_SCOPE,E11,VSS_P,GND,VSS_P,U1-E11 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,E12,VMON_1P8_SOC,SOC_DVDD1V8,VMON_1P8_SOC,U1-E12 AM6412-VMON_1P8_SOC POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
OUT_OF_SCOPE,E13,VSS_P,GND,VSS_P,U1-E13 AM6412-VSS_P POWER,no DB row,,,,,,,,OUT_OF_SCOPE,HIGH
MATCHED,E14,UART1_TXD,SOC_UART1_TXD,UART1_TXD,U1-E14 AM6412-UART1_TXD PASSIVE,soc_pin_name:UART1_TXD; ball + TI symbol pin name matched SysConfig DB,UART1,UART1_TXD,UART1_TXD,USART1,0x0244,0,AM64X_IOPAD,PINMUX_DTS,HIGH
MATCHED,E15,UART1_RXD,SOC_UART1_RXD,UART1_RXD,U1-E15 AM6412-UART1_RXD PASSIVE,soc_pin_name:UART1_RXD; ball + TI symbol pin name matched SysConfig DB,UART1,UART1_RXD,UART1_RXD,USART1,0x0240,0,AM64X_IOPAD,PINMUX_DTS,HIGH
